,8/9/18 22:00,8/10/18 0:00,8/10/18 2:00,8/10/18 4:00,8/10/18 6:00,8/10/18 8:00,8/10/18 10:00,8/10/18 12:00,8/10/18 14:00,8/10/18 16:00,8/10/18 18:00,8/10/18 20:00,8/10/18 22:00,8/11/18 0:00,8/11/18 2:00,8/11/18 4:00,8/11/18 6:00,8/11/18 8:00,8/11/18 10:00,8/11/18 12:00,8/11/18 14:00,8/11/18 16:00,8/11/18 18:00,8/11/18 20:00,8/11/18 22:00,8/12/18 0:00,8/12/18 2:00,8/12/18 4:00,8/12/18 6:00,8/12/18 8:00,8/12/18 10:00,8/12/18 12:00,8/12/18 14:00,8/12/18 16:00,8/12/18 18:00,8/12/18 20:00,8/12/18 22:00,8/13/18 0:00,8/13/18 2:00,8/13/18 4:00,8/13/18 6:00,8/13/18 8:00,8/13/18 10:00,8/13/18 12:00,8/13/18 14:00,8/13/18 16:00,8/13/18 18:00,8/13/18 20:00,8/13/18 22:00,8/14/18 0:00,8/14/18 2:00,8/14/18 4:00,8/14/18 6:00,8/14/18 8:00,8/14/18 10:00,8/14/18 12:00,8/14/18 14:00,8/14/18 16:00,8/14/18 18:00,8/14/18 20:00,8/14/18 22:00,8/15/18 0:00,8/15/18 2:00,8/15/18 4:00,8/15/18 6:00,8/15/18 8:00,8/15/18 10:00,8/15/18 12:00,8/15/18 14:00,8/15/18 16:00
01greenen,0,0,8,0,0,7,0,5,0,1,0,0,3,0,1,0,0,0,3,1,4,4,0,6,3,0,0,0,0,0,7,4,1,0,0,13,0,0,11,0,0,3,4,0,1,8,0,0,0,6,7,0,2,3,0,3,0,5,0,4,0,1,4,0,0,8,0,3,0,0
01splcheck,0,13,5,5,3,0,0,0,30,5,9,5,10,6,7,2,0,0,0,0,0,4,0,8,6,2,3,1,0,0,0,0,2,1,4,1,5,2,5,1,0,0,0,0,1,9,5,0,0,2,0,4,0,3,0,0,0,5,0,1,5,2,6,4,0,0,0,0,0,0
1776BetsyRoss,0,0,20,16,0,0,0,0,0,0,0,9,8,15,27,0,0,0,0,0,0,1,0,0,1,15,3,0,0,0,0,15,0,0,0,1,17,23,27,0,0,0,0,2,0,1,1,0,2,3,1,0,0,0,0,5,5,2,0,0,0,3,4,0,0,0,0,1,5,0
1776PatHenry,0,0,2,0,0,0,0,0,3,0,3,3,20,0,10,1,0,0,0,0,5,4,4,0,2,2,0,0,0,11,0,0,1,1,0,0,0,15,3,4,0,0,0,13,0,0,6,0,0,0,0,8,0,0,0,9,1,1,0,1,2,1,6,1,4,0,0,3,2,0
1ClickBiz,0,0,0,0,0,0,1,12,0,1,0,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0
1Romans58,0,0,0,0,0,0,0,2,20,13,7,11,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,18,1,3,8,0,10,1,0,0,0,0,0,15,12,1,0,16,0,0,1,0,0,0,0,0,26,2,7,0,5,0,0,0,0,0,0,18,9,0
1geniusmind4u,0,0,0,0,0,0,11,14,11,21,0,8,0,9,0,0,0,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,24,12,0,2,0,0,0,0,0,0,15,10,2,1,0,0,0,0,0,0,0,1,0
2018MAGAMidTrmT,0,3,3,2,7,1,0,0,7,0,5,4,0,4,4,0,0,0,0,0,0,0,0,7,5,3,3,2,0,0,2,0,7,3,5,5,7,0,21,8,3,8,0,0,0,4,2,2,0,0,0,8,11,7,4,0,4,2,1,3,0,4,28,10,18,0,1,6,5,0
22GamZ,0,4,5,1,0,0,2,3,3,0,3,1,1,2,1,3,1,2,1,2,1,5,3,3,3,3,0,2,3,2,0,2,2,2,1,2,3,1,2,3,4,4,1,2,4,3,3,1,1,3,5,2,2,2,2,0,1,3,4,0,0,1,2,3,5,0,3,1,3,0
28delayslater,0,3,1,0,0,7,11,11,7,3,2,4,2,7,0,0,1,1,0,8,3,7,7,3,2,18,0,0,0,0,15,15,7,7,7,4,7,17,5,0,0,0,11,9,22,15,13,10,2,11,7,0,0,0,3,7,4,12,5,9,3,4,2,0,0,4,6,5,0,0
2kibber13,0,10,10,0,0,0,0,2,0,0,9,1,3,17,3,0,0,0,0,4,4,2,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,7,1,0,0,0,0,0,0,7,13,7,0,0,9,0,0,0,0,2,7,2,0,4,8,0,3,1,0,0,0,0,3,0
4Freedom4ever,0,16,12,0,0,3,8,18,30,0,0,0,0,0,3,0,0,0,8,17,14,12,2,10,2,0,0,10,3,1,13,11,4,5,6,7,0,2,1,0,0,0,15,13,4,19,16,7,0,0,0,1,0,0,0,14,8,10,9,0,0,0,5,1,0,0,1,15,14,0
570Karen,0,10,6,0,0,0,1,7,2,0,3,8,4,2,5,1,0,0,0,1,4,3,6,5,4,6,2,0,0,0,0,8,3,5,1,1,0,3,0,0,0,0,1,1,3,6,1,0,1,1,3,0,0,0,2,2,1,4,2,1,2,2,0,0,0,0,0,1,6,0
5945USARTR,0,11,10,5,0,0,0,5,11,10,7,9,14,12,11,1,0,0,0,1,7,2,2,4,1,1,2,2,0,0,0,0,2,0,0,5,10,6,0,0,2,0,1,1,4,9,3,6,4,8,7,1,0,0,1,3,10,7,0,2,6,4,2,0,0,0,0,6,1,0
63c99831b5dc463,0,2,0,0,0,0,0,2,15,0,0,0,0,0,5,0,16,0,0,4,5,0,0,2,7,0,0,14,0,0,0,11,0,8,5,8,5,0,3,0,0,0,0,7,0,0,3,12,0,2,5,0,0,0,0,14,11,0,2,0,0,2,13,0,0,0,0,2,0,0
7777Bluebird,0,9,2,1,4,0,0,2,3,0,2,0,0,9,6,0,5,0,0,0,1,0,5,3,6,3,0,1,0,1,0,0,0,1,5,1,3,0,6,1,1,0,1,0,3,3,5,1,0,1,4,1,5,0,0,11,19,0,0,5,1,0,3,2,1,4,0,0,4,0
7accommodation,0,0,0,0,0,0,0,16,4,5,1,3,2,0,0,0,0,0,0,19,4,2,2,2,2,0,0,0,0,0,0,13,3,2,1,5,5,0,0,0,0,0,0,15,4,4,6,2,1,0,0,0,0,0,0,17,4,3,0,4,2,0,0,0,0,0,0,18,2,0
ADudeFromNowere,0,8,6,14,0,0,0,0,0,10,5,5,8,7,8,3,6,0,0,0,0,0,5,1,2,3,4,0,3,0,0,3,0,1,0,0,1,2,5,2,0,0,2,0,0,0,5,7,6,14,3,5,0,0,0,0,6,2,2,16,2,3,16,3,0,0,0,0,2,0
AIIAmericanGirI,0,5,4,7,0,0,0,0,14,15,11,13,6,7,3,0,0,1,0,0,0,9,4,3,0,3,2,3,0,0,0,1,5,2,4,3,5,1,0,2,0,0,0,0,9,20,20,15,3,6,4,0,0,0,0,0,15,10,14,12,7,10,3,0,1,0,0,0,8,0
AMotherinUSA,0,0,2,0,6,18,0,2,2,0,0,0,0,6,0,3,7,0,12,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,10,0,4,0,9,15,0,0,8,0,4,0,0,0,0,0,0,2,12,19,10,0,0,0,0,0,0,2,0
ANGCOMEON,0,39,43,15,0,0,0,0,0,6,23,7,33,29,37,0,0,0,0,0,1,0,4,34,38,9,0,0,0,0,0,0,0,8,39,0,32,46,0,0,0,0,0,0,0,0,12,3,1,8,46,52,29,0,0,0,1,34,16,6,9,11,31,6,0,0,0,0,0,0
A_D_Seri,0,1,1,0,0,0,2,1,0,6,0,0,0,12,2,0,0,0,0,2,0,2,5,2,0,2,2,0,0,6,0,0,0,5,0,0,7,5,0,0,0,7,3,0,4,1,4,1,6,5,2,0,0,0,1,8,6,9,4,3,4,0,2,6,1,3,0,3,3,0
AbuAli34855393,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AgentIceBlue,0,10,1,23,6,5,0,0,0,0,5,2,4,10,21,11,1,6,0,0,0,0,5,0,0,1,0,18,3,17,0,0,0,0,8,22,8,8,1,14,4,3,1,0,0,10,0,2,5,18,2,14,14,8,0,4,20,39,0,0,7,28,30,66,22,17,10,0,0,0
AkumulatedFylth,0,3,5,3,2,1,5,4,4,4,3,4,5,5,2,3,4,3,5,2,4,3,5,2,1,3,6,1,2,6,4,4,4,1,2,2,6,7,2,2,7,3,2,2,3,4,3,2,4,0,3,3,4,4,2,6,1,4,6,3,1,2,6,4,3,4,2,3,4,0
AlertTrade,0,2,2,3,4,0,4,2,1,5,4,0,4,12,10,2,2,0,3,2,0,3,7,1,0,0,0,0,1,0,2,4,0,3,3,2,4,0,0,1,3,0,8,5,2,8,10,3,0,4,3,1,3,0,11,7,6,1,3,1,5,1,0,1,5,0,1,2,3,0
AlexWal1980,0,15,11,15,8,12,5,13,12,12,12,9,12,8,12,10,4,6,4,11,4,15,5,9,7,8,3,7,7,2,2,11,4,4,6,6,4,6,2,5,3,4,4,7,7,9,6,12,3,6,10,11,7,11,18,6,9,16,10,14,13,3,12,6,11,7,10,7,12,0
AliciaTolbert45,0,1,1,1,0,0,1,3,4,1,0,6,3,2,3,0,0,1,0,3,6,2,4,1,2,6,3,1,0,0,2,2,2,5,5,2,0,2,0,3,0,0,0,5,3,4,2,5,4,2,1,1,1,0,0,10,6,1,0,11,2,0,1,0,0,0,1,8,1,0
Alishahidaqib,0,0,0,0,0,0,0,0,12,7,1,0,0,0,3,0,0,0,0,0,0,0,12,0,3,17,0,0,0,0,3,4,4,0,0,0,0,4,4,0,1,1,12,21,18,10,0,1,0,0,0,0,0,0,8,13,15,3,1,3,2,0,0,0,0,0,5,12,9,0
Allen11Cynthia,0,5,0,0,0,0,0,10,2,0,0,0,6,2,0,0,0,0,0,1,6,4,4,8,5,6,8,1,0,0,0,5,7,3,4,4,0,5,0,0,0,0,0,4,0,0,8,5,1,1,0,0,0,0,0,0,2,4,4,6,5,0,0,0,0,0,2,3,1,0
AmazingChevVolt,0,3,0,2,6,0,0,1,10,0,11,6,1,2,11,0,0,0,0,0,9,3,4,0,1,3,1,4,0,0,0,0,3,4,0,3,2,1,10,6,0,0,0,3,1,0,4,3,1,6,0,0,0,0,0,0,0,4,3,1,4,0,6,0,0,0,0,4,6,0
American2b,0,5,0,0,0,0,0,0,5,4,0,3,2,0,21,0,0,15,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,1,4,12,0,0,7,0,0,0,0,7,5,3,1,0,0,1,9,1,0,0,0,0,0,0,0,1,3,12,3,0,0,0,6,6,0,0
Americanforsure,0,0,1,0,0,3,3,4,8,6,5,7,8,0,0,0,0,0,7,0,2,5,0,0,16,1,3,0,0,0,0,4,2,5,2,3,12,5,0,0,0,1,2,2,0,0,0,9,0,0,0,0,0,5,5,0,0,0,9,2,3,2,0,0,0,0,1,7,2,0
Andrea42685492,0,3,1,0,0,0,0,0,2,3,1,2,1,0,2,0,0,0,1,4,6,4,5,0,2,4,11,3,0,0,0,0,4,7,5,0,3,5,0,1,0,0,0,0,4,7,7,3,0,1,2,0,0,0,0,0,7,1,3,6,2,4,2,3,0,0,0,0,8,0
AndreaRomans828,0,1,0,0,0,0,2,6,7,2,3,17,3,1,0,0,0,0,3,11,4,2,4,5,1,1,0,0,0,0,5,13,2,1,2,6,2,0,0,0,0,0,2,4,3,3,3,9,1,0,0,0,0,0,3,6,0,5,4,0,2,2,0,0,0,2,0,0,2,0
AndyHortin18,0,0,0,0,0,1,3,4,0,0,0,0,1,2,4,1,0,0,0,4,3,0,0,0,2,17,3,5,8,6,0,9,0,0,0,5,20,5,3,12,10,8,7,12,0,0,0,2,4,6,5,3,2,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AngelLight2U,0,0,0,9,0,0,0,0,14,0,9,1,11,3,2,0,0,0,0,0,1,2,12,10,0,3,11,0,0,0,0,0,0,0,14,2,10,7,2,3,0,0,0,0,1,7,6,0,12,2,18,3,0,0,0,0,0,8,0,9,1,0,9,0,0,0,0,0,6,0
AngelinaSnow007,0,9,6,0,2,0,0,13,4,0,3,1,0,0,9,0,0,0,0,6,0,0,0,4,0,7,10,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,0,3,5,0,0,2,0,7,1,0,0,0,1,15,4,0,3,12,3,4,3,0,0,7,0,0
AnilNS425,0,10,3,0,0,0,0,2,13,2,0,4,1,1,0,0,0,0,0,0,2,0,0,0,0,3,0,4,4,0,0,1,6,2,2,0,0,0,1,0,0,0,0,6,8,6,5,2,1,1,2,5,0,0,0,11,4,6,5,1,4,2,2,0,0,0,0,2,10,0
AniyaHadlee,0,10,3,3,9,2,8,4,5,8,5,9,3,5,3,4,6,2,3,1,7,7,5,9,5,5,5,3,2,3,7,6,4,5,5,12,6,4,3,9,5,4,6,4,4,6,9,2,4,6,2,6,3,5,3,8,5,3,7,5,2,9,9,3,5,1,10,7,3,0
Anna29th,0,0,0,0,15,5,4,0,3,4,0,0,0,0,0,0,0,4,3,11,1,0,0,0,0,0,0,0,0,3,4,0,13,8,0,0,0,0,0,0,0,7,8,16,3,0,0,0,0,0,0,0,0,4,3,8,6,1,0,0,0,0,0,0,0,8,9,4,3,0
AnnaApp91838450,0,10,7,7,0,0,0,2,7,5,9,1,5,13,5,1,0,0,0,1,9,5,0,5,6,0,0,0,5,0,0,6,1,7,2,3,0,11,1,0,0,0,1,7,7,4,16,3,5,6,2,0,0,0,0,14,0,0,0,0,0,23,4,6,0,0,0,1,3,0
AnthonyBourque,0,0,11,4,0,0,0,0,15,19,0,5,1,8,5,0,0,0,0,0,1,5,0,4,6,2,9,0,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,8,10,0,1,5,3,1,0,0,0,0,4,3,0,11,5,4,2,4,0,0,0,0,4,0,0
Anzers,0,0,0,0,0,0,0,13,21,5,5,0,0,0,0,0,0,0,4,6,7,0,14,0,0,15,0,0,0,0,4,1,4,11,11,0,0,2,0,0,0,0,15,8,5,18,30,0,0,0,0,0,0,5,0,0,12,3,0,0,0,0,0,0,0,6,0,4,11,0
Arauz2012,0,11,8,0,0,0,0,0,6,2,4,0,1,16,2,0,0,0,0,1,3,11,3,6,5,10,3,1,0,0,0,0,5,1,1,14,0,14,0,0,0,0,0,2,0,1,5,0,5,7,6,0,0,0,0,7,21,3,1,1,4,9,0,0,0,0,1,0,0,0
ArkadiuszKula,0,7,2,2,9,0,0,6,8,9,18,4,6,2,3,2,1,0,0,0,0,5,6,0,0,1,5,0,0,3,0,0,0,10,6,6,2,7,1,2,2,0,0,7,4,8,1,1,1,6,1,9,3,0,0,5,2,11,3,5,0,5,0,5,3,0,0,3,1,0
ArmyVet24yrs,0,0,0,0,0,0,0,2,4,11,0,6,2,5,0,0,0,0,0,4,12,0,0,12,0,0,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,0,0,14,9,6,0,0,8,0,0,0,0,0,0,11,7,0,0,0,8,0,0,0,0,0,0,1,8,0
AshesIridescent,0,2,11,5,0,0,0,1,11,22,6,4,6,4,8,3,0,0,0,0,0,3,6,13,0,1,9,1,0,0,0,0,5,4,5,0,2,1,0,0,0,0,0,1,8,10,4,0,5,2,7,0,0,0,0,0,2,1,7,8,3,0,0,0,2,0,0,8,11,0
AudieMcGee6,0,8,6,6,0,0,0,0,0,0,3,9,0,2,13,1,0,0,4,10,0,8,2,6,0,3,4,3,0,0,0,1,0,0,7,1,0,1,0,2,5,0,0,0,0,0,6,11,1,2,3,1,1,0,0,0,0,0,0,2,1,0,0,2,2,0,0,1,0,0
Autotestdrivers,0,0,0,0,1,0,4,5,7,5,3,1,5,1,1,1,0,0,1,6,5,6,7,3,4,1,1,0,0,0,1,3,6,6,4,5,2,1,0,0,0,0,5,4,7,6,4,4,5,1,0,0,0,0,7,9,10,2,2,6,1,0,0,1,0,0,7,10,8,0
Awhatdafudge,0,4,2,1,0,0,0,2,2,4,0,4,48,0,0,0,1,0,0,0,0,4,0,8,0,2,0,6,0,0,0,0,1,4,4,3,6,0,0,0,1,0,0,0,6,0,2,0,2,0,6,0,0,0,0,8,1,0,0,1,3,1,0,1,0,0,0,2,1,0
Bamafanaticfan1,0,28,52,0,0,10,20,13,1,0,13,0,0,2,13,0,0,0,2,1,1,1,3,0,5,1,3,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,3,3,0,1,1,0,0,1,3,0,0,0,2,0,0,1,4,1,6,0,0,0,1,1,0,1,1,0
BankersLair,0,4,7,4,2,8,4,10,6,9,6,4,5,8,5,4,7,5,3,3,4,3,7,3,2,1,0,3,5,4,5,5,3,5,4,3,3,5,4,5,1,2,0,5,5,4,6,8,3,5,6,3,3,3,6,8,8,4,5,3,4,3,6,3,5,4,5,5,6,0
BarackDonovan,0,10,3,3,9,2,8,4,5,8,5,9,3,5,3,4,6,6,3,1,7,6,5,9,5,5,5,3,2,3,7,6,4,5,5,12,6,4,3,9,5,4,6,4,4,6,9,2,4,6,2,6,3,6,3,8,5,3,7,5,2,9,9,3,5,4,10,7,3,0
Barbara72468224,0,4,3,0,0,0,2,0,12,9,8,2,11,9,7,0,0,0,5,0,1,1,10,0,0,4,3,0,0,0,0,7,3,2,0,1,1,0,0,0,0,0,10,10,2,17,0,11,7,3,0,0,0,8,8,18,4,6,5,1,7,2,4,0,0,10,0,0,8,0
BattleBornThom,0,5,3,0,0,0,0,6,2,0,0,0,0,0,0,13,0,0,0,3,4,1,0,0,0,0,17,7,0,0,0,0,0,0,0,8,0,6,2,0,0,0,0,5,1,0,0,0,0,0,21,0,0,0,0,10,0,0,0,0,0,0,0,24,0,0,1,6,0,0
BeckyEubankCox,0,0,0,0,0,0,0,13,18,6,0,2,0,0,0,0,3,0,0,3,11,13,6,0,0,0,0,0,0,0,0,1,2,2,4,0,0,1,2,2,0,0,0,10,7,21,0,4,5,4,3,0,0,0,0,24,6,7,7,0,3,9,7,0,0,0,0,0,2,0
BetEsportCom,0,0,1,0,4,0,0,0,3,5,2,1,0,0,0,0,6,0,0,3,8,9,4,2,1,1,1,0,2,0,0,0,35,31,32,23,18,6,9,7,4,2,0,2,1,0,3,30,0,7,1,0,2,10,6,0,0,1,1,0,0,0,0,0,0,6,2,5,0,0
BethicaLoney,0,7,1,0,0,0,0,6,3,6,8,1,4,8,1,0,0,0,0,5,3,7,5,4,1,2,1,0,0,0,9,9,1,2,3,0,1,4,0,0,0,0,0,1,2,3,2,1,0,10,0,0,0,0,0,9,1,0,4,5,8,3,0,0,0,0,4,3,1,0
Betramobet,0,0,0,14,5,0,0,0,0,8,13,11,10,0,4,1,0,0,3,0,0,0,7,0,0,3,6,0,3,0,0,0,2,18,2,3,12,0,4,0,0,0,2,0,0,9,13,3,0,5,0,1,0,0,0,9,9,0,9,0,0,0,14,2,0,0,2,0,0,0
BettyRuby7,0,12,2,3,5,4,0,0,0,0,0,0,6,10,6,10,7,0,0,0,0,0,0,2,2,14,4,10,1,0,0,0,0,0,0,0,0,5,10,4,9,0,0,0,0,0,0,0,0,9,11,0,3,0,0,0,0,0,0,0,1,7,13,14,7,0,0,0,0,0
BettySSmith1,0,1,0,0,0,0,2,7,9,3,14,3,1,0,0,0,0,0,0,7,4,8,2,3,1,0,0,0,0,0,2,7,3,3,1,1,1,0,0,0,0,0,0,7,2,7,0,5,0,0,0,0,0,0,0,15,1,0,2,4,4,2,0,0,0,0,0,5,5,0
Beverly04990771,0,0,0,0,0,0,0,0,0,8,7,16,0,17,2,0,0,0,0,0,2,2,0,0,10,22,0,0,0,0,0,0,3,6,8,1,10,0,0,0,0,0,0,0,4,3,3,13,2,4,0,0,0,0,0,0,4,0,5,7,1,3,0,0,0,0,0,0,3,0
Beverly21811568,0,15,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,2,0,0,16,5,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,2,3,8,2,6,0,12,0,0,0,0,0,0,4,7,21,6,11,8,0,0,0,0,0,0,1,0
BiglyPrez,1,1,2,0,0,0,1,8,3,15,4,2,5,5,10,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,8,18,6,6,12,8,7,0,0,4,5,6,5,3,6,2,4,4,2,0,0,0,17,3,0,1,10,7,7,7,0,0,0,0,2,2,0
BillQuarks,0,4,2,2,2,1,3,3,2,8,1,0,7,4,5,1,1,0,1,1,1,1,3,0,6,2,2,0,1,1,1,4,3,0,1,3,3,1,1,1,3,5,1,2,11,6,2,4,5,1,9,1,1,2,3,11,5,3,3,3,0,0,3,0,2,0,1,1,4,0
BistyCSRoss,0,1,5,5,2,0,0,4,10,25,59,11,1,14,3,6,0,0,0,0,5,2,6,1,0,0,14,4,1,0,0,0,0,0,1,0,3,0,2,12,0,0,0,6,25,3,8,3,3,3,13,0,0,0,0,0,5,9,44,8,6,3,1,0,0,0,3,16,0,0
Blake83040008,0,8,10,1,3,0,0,0,0,4,20,8,6,4,10,1,0,0,0,0,2,10,15,3,14,12,4,3,0,0,0,0,0,6,0,3,1,5,4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,9,9,13,2,5,5,0,0,0,0,0,0
BlameItonBHO,0,33,19,35,34,29,55,44,25,51,16,32,51,29,42,30,23,30,18,28,38,34,14,39,46,23,33,27,18,36,22,23,35,44,19,28,39,22,33,17,42,3,30,54,70,102,22,46,28,61,34,28,37,19,60,72,42,45,59,36,34,26,30,40,33,30,28,53,36,0
BlazedRTs,0,0,1,1,2,1,2,3,5,2,4,2,1,2,2,0,1,1,2,4,5,1,2,0,1,2,1,0,1,2,3,2,6,1,2,3,2,4,3,1,2,1,3,2,4,1,1,0,0,2,2,1,3,1,3,3,6,2,2,0,3,3,2,0,4,1,1,3,4,0
BlessPres45,0,0,0,0,0,0,0,0,0,9,19,11,5,6,11,13,0,0,0,1,4,0,1,8,0,2,1,2,0,0,0,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,12,5,0,0,0,1,6,0,7,0,0,0,3,1,2,5,0,0,0,3,0
Blink2XAmerica,0,9,3,2,0,2,0,3,21,1,4,0,9,8,0,0,0,0,0,5,3,0,0,4,1,0,4,3,0,0,0,0,0,0,3,0,0,7,1,2,1,0,0,0,2,7,0,0,0,2,3,6,4,0,0,0,0,6,11,2,5,0,0,0,0,0,0,0,5,0
BlueSea1964,0,13,0,3,2,2,2,2,9,2,6,2,0,11,3,3,0,0,2,2,0,7,7,8,1,0,0,6,2,0,0,4,3,1,11,4,8,0,0,10,0,1,0,7,6,10,4,9,4,0,0,5,2,1,2,3,6,6,6,4,5,0,0,8,2,1,10,7,6,0
Boyd_2650,0,0,13,0,0,0,0,6,8,0,13,4,0,7,11,0,0,0,0,10,1,1,5,6,0,0,0,6,0,0,0,0,9,2,0,5,4,3,2,0,0,0,1,11,5,4,0,17,6,5,3,0,0,0,0,9,0,0,0,26,5,0,3,0,0,0,1,6,0,0
BoykinForHouse_,0,1,1,4,0,2,0,4,4,3,0,1,0,5,3,0,0,0,0,1,2,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,16,9,19,20,6,2,5,2,2,1,2,1,1,1,0,1,0,0
BozenaFox,0,9,8,0,0,0,0,0,7,10,0,3,4,0,8,24,0,0,0,0,0,7,0,0,2,5,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,7,4,3,3,15,6,0,0,0,0,1,13,4,6,7,0,0,10,6,0,0,0,0,0
Brandon15733284,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,0,0,0,14,0,0,0,0,7,14,3,9,0,3,12,5,0,0,2,0,0,0,25,0,0,18,4,1,0,0,0,0,0,0,27,0,0,10,2,20,0,0,1,0,0,0
BrandonJLandry,0,0,0,0,0,0,26,0,0,16,10,0,0,0,0,0,1,6,0,0,0,0,0,15,21,0,21,6,31,0,0,0,0,8,0,0,0,0,6,0,6,15,0,0,0,9,2,0,7,1,26,2,9,20,0,0,0,0,5,17,0,9,10,9,5,2,0,0,13,0
BrendaPeanci,0,15,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,1,0,0,0,5,10,8,0,0,0,0,0,20,2,0,0,1,2,3,2,4,0,0,0,7,0,0,3,0,0,16,1,0,0,0,0,20,0,0,0,0,12,3,13,0,0,0,0,4,0,0
Brenderm,0,9,10,4,0,1,0,2,9,8,1,0,0,0,0,0,0,0,0,0,7,0,0,4,6,0,7,3,4,0,0,0,0,2,6,0,4,2,7,4,0,0,0,4,2,4,5,3,0,6,2,0,0,0,0,2,5,6,5,0,1,0,3,2,0,0,0,0,11,0
Buff72,0,9,2,0,0,0,0,0,5,1,3,0,2,0,6,0,0,0,0,0,0,2,0,11,0,0,12,0,0,0,0,2,3,13,0,0,5,3,32,0,0,0,0,0,6,4,5,1,1,4,6,0,0,0,0,2,4,3,2,2,2,5,1,0,0,0,0,3,4,0
BullRampage,0,0,0,5,0,5,17,13,2,7,6,2,3,0,1,6,1,0,0,0,2,0,2,1,0,1,6,0,1,0,0,0,2,11,8,5,5,5,0,0,0,0,2,0,0,4,0,0,0,1,0,4,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,0,2,0
BusinessTeamVIP,0,1,3,1,2,1,0,2,10,3,6,0,2,1,2,1,0,0,0,2,1,1,1,2,2,4,3,3,0,0,2,5,4,1,4,5,3,7,3,2,1,2,5,8,7,5,0,7,1,4,5,0,2,5,4,5,2,7,1,2,2,1,4,3,2,2,3,1,3,0
BuzztwinBlog,0,2,4,8,2,6,8,8,6,7,11,5,3,3,2,4,1,3,0,7,3,3,2,2,6,9,6,2,1,5,6,4,7,7,7,10,7,5,4,3,3,2,9,6,9,7,6,4,0,1,8,9,9,4,9,2,8,11,6,4,3,2,6,4,2,3,5,8,7,0
CGDuck5,0,0,0,0,0,1,0,0,7,9,9,6,4,2,2,0,0,0,1,1,0,8,6,1,1,3,0,1,0,0,0,5,3,2,4,0,1,0,1,0,0,0,0,0,7,7,5,0,7,3,1,0,0,0,4,4,10,3,0,2,1,8,0,1,0,0,3,3,3,0
CMG_LiveNews,0,5,3,5,5,4,4,3,5,7,2,6,8,2,9,9,4,7,7,6,1,6,5,6,2,2,5,6,7,3,4,10,2,5,6,5,9,4,7,11,5,2,4,8,5,7,4,3,3,8,7,7,4,2,10,3,3,5,3,6,12,5,8,9,6,1,6,4,6,0
CPheagin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,3,0,3,35,0,1,0,0,2,0,5,6,2,2,2,9,0,0,0,0,0,8,0,0,0,0,0,16,1,1,1,0,0,0,14,1,0,0,1,0,11,1,1,0,0,1,0
CRABBYCOLORADAN,0,10,13,0,0,0,4,7,1,11,4,0,3,8,0,5,0,0,0,0,2,6,5,2,0,0,0,2,0,0,0,0,4,0,3,3,0,0,2,2,0,0,0,0,1,8,0,0,0,4,6,0,0,0,4,6,0,0,0,5,0,0,2,1,12,0,0,1,3,0
CamiP934,0,9,3,1,0,0,0,1,4,2,6,3,2,0,0,0,2,0,0,1,0,0,18,1,1,4,5,2,0,0,0,0,0,6,2,1,0,0,0,0,0,2,0,0,9,1,7,7,4,0,5,1,0,0,0,0,11,0,10,16,9,0,0,5,1,0,0,1,4,0
