,8/9/18 22:00,8/10/18 0:00,8/10/18 2:00,8/10/18 4:00,8/10/18 6:00,8/10/18 8:00,8/10/18 10:00,8/10/18 12:00,8/10/18 14:00,8/10/18 16:00,8/10/18 18:00,8/10/18 20:00,8/10/18 22:00,8/11/18 0:00,8/11/18 2:00,8/11/18 4:00,8/11/18 6:00,8/11/18 8:00,8/11/18 10:00,8/11/18 12:00,8/11/18 14:00,8/11/18 16:00,8/11/18 18:00,8/11/18 20:00,8/11/18 22:00,8/12/18 0:00,8/12/18 2:00,8/12/18 4:00,8/12/18 6:00,8/12/18 8:00,8/12/18 10:00,8/12/18 12:00,8/12/18 14:00,8/12/18 16:00,8/12/18 18:00,8/12/18 20:00,8/12/18 22:00,8/13/18 0:00,8/13/18 2:00,8/13/18 4:00,8/13/18 6:00,8/13/18 8:00,8/13/18 10:00,8/13/18 12:00,8/13/18 14:00,8/13/18 16:00,8/13/18 18:00,8/13/18 20:00,8/13/18 22:00,8/14/18 0:00,8/14/18 2:00,8/14/18 4:00,8/14/18 6:00,8/14/18 8:00,8/14/18 10:00,8/14/18 12:00,8/14/18 14:00,8/14/18 16:00,8/14/18 18:00,8/14/18 20:00,8/14/18 22:00,8/15/18 0:00,8/15/18 2:00,8/15/18 4:00,8/15/18 6:00,8/15/18 8:00,8/15/18 10:00,8/15/18 12:00,8/15/18 14:00,8/15/18 16:00
danielglundberg,0,0,1,1,0,0,0,9,5,1,9,4,13,21,2,0,0,3,0,0,8,4,4,5,1,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,6,8,1,7,13,5,2,0,0,0,4,15,12,1,15,20,7,10,1,0,0,0,3,2,5,0
daravi1316,0,28,21,0,0,0,0,19,0,0,0,22,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,3,4,3,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,7,3,0
darkom56,0,0,13,0,0,3,5,1,1,3,3,2,9,0,0,0,0,3,5,5,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,2,8,3,16,10,4,0,0,0,0,0,2,10,6,6,6,10,5,3,0,0,0,0,0,5,3,2,0
darthur111,0,6,5,0,0,0,0,4,5,1,15,8,2,3,6,1,0,0,0,0,2,8,6,1,5,0,5,2,0,0,0,3,5,2,4,3,0,1,1,0,0,0,1,7,5,2,0,1,3,3,6,1,0,0,4,8,3,3,1,1,2,4,5,0,0,0,1,9,9,0
davealvord164,0,6,6,2,0,0,0,2,11,16,3,6,4,3,7,1,0,0,0,0,5,5,6,4,2,2,1,1,0,0,0,0,0,1,3,2,2,2,1,4,0,0,0,4,5,12,3,5,1,1,2,4,0,0,0,4,18,2,9,3,2,3,4,0,0,0,0,1,10,0
davidpsdem,0,5,3,0,0,0,0,0,19,17,8,6,14,6,6,0,0,0,0,0,1,2,0,3,2,1,0,0,0,0,0,0,5,0,0,3,2,1,0,0,0,0,0,0,5,6,13,2,2,0,0,0,0,0,0,0,7,7,10,5,3,3,1,0,0,0,0,0,1,0
dawg_lb,0,12,2,3,0,0,0,0,2,1,4,3,2,1,3,7,0,0,0,0,0,3,10,2,5,1,10,3,0,0,0,0,0,11,7,11,3,0,15,1,0,0,0,0,7,0,1,10,3,1,11,4,0,0,0,0,3,2,1,11,1,2,3,5,0,0,0,0,3,0
dawneryans,0,0,0,5,4,0,8,5,4,0,0,0,0,0,0,2,8,0,0,1,0,9,4,2,4,1,4,0,0,17,4,0,0,0,5,0,0,0,0,1,0,2,3,3,8,5,10,1,0,0,0,1,0,2,1,7,2,13,1,2,9,0,0,0,5,0,0,0,1,0
deal_waddy,0,0,0,0,0,0,0,0,0,1,3,7,47,2,0,0,0,0,0,1,3,6,2,5,7,4,3,0,0,0,0,0,4,3,2,3,1,1,0,0,0,0,0,2,3,5,0,3,2,2,3,0,0,0,0,0,2,4,17,1,2,0,0,0,0,0,0,0,0,0
debrob1947,0,13,1,0,0,0,1,5,6,2,5,4,9,1,7,0,0,0,0,2,2,2,4,1,1,1,0,0,0,0,1,4,1,2,4,1,2,1,1,0,0,1,0,4,5,3,4,2,4,2,0,0,0,3,0,5,4,3,5,6,0,6,0,0,0,1,0,1,0,0
deenie7940,0,1,2,3,1,0,2,0,18,10,9,5,8,2,0,1,0,0,0,0,9,0,3,0,9,6,0,0,0,0,0,0,0,4,16,2,2,4,0,0,0,0,0,0,14,0,6,14,8,5,2,0,0,2,0,1,17,1,6,1,8,1,5,0,0,0,0,7,9,0
deesbarbara,0,5,6,0,0,0,0,0,0,12,10,4,14,8,1,16,2,0,0,0,0,0,5,7,5,3,0,0,0,0,0,5,2,1,5,3,2,1,7,1,1,0,0,0,3,1,2,12,5,0,9,4,2,0,0,0,0,6,11,0,2,2,2,0,1,0,0,2,8,0
delicateswan60,0,0,1,0,0,0,0,0,0,12,1,0,0,10,6,4,0,0,0,0,0,6,19,0,0,0,13,0,0,0,0,0,0,0,9,10,0,0,0,10,0,0,0,0,0,37,8,1,0,0,15,0,0,0,0,0,0,0,19,0,0,0,16,0,0,0,0,0,0,0
denisekushler24,0,3,4,0,5,4,4,4,2,1,4,1,3,0,4,1,0,0,4,4,3,1,4,4,3,1,2,1,5,2,4,1,2,2,2,4,2,3,3,2,4,2,1,1,4,3,3,0,1,0,1,2,2,3,2,1,1,7,2,4,2,5,1,6,2,0,0,0,0,0
devildogs_the,0,6,3,0,0,0,0,4,7,7,2,3,6,2,1,0,0,0,0,3,7,0,10,3,4,9,2,0,0,0,0,4,10,3,2,3,5,0,0,0,0,0,1,17,6,5,6,1,0,6,0,0,0,0,0,17,3,5,7,5,1,0,2,0,0,0,0,5,0,0
dgaliger2,0,0,0,0,0,0,0,5,5,6,2,5,7,0,0,0,0,0,0,4,2,3,0,3,8,0,0,0,0,0,0,9,3,5,0,4,3,0,0,0,0,0,0,5,2,11,0,6,6,0,0,0,0,0,0,8,5,7,0,11,5,0,0,0,0,0,0,9,5,0
dhiggins63,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,2,0,0,45,14,0,0,4,1,0,0,0,2,0,0,32,54,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,28,0
di_plora,0,6,0,0,1,4,0,5,2,3,8,5,2,0,6,0,0,0,2,1,2,3,0,5,6,0,0,0,1,5,2,5,3,6,0,3,3,2,0,0,0,5,1,1,6,6,0,2,8,1,0,0,0,3,2,1,5,2,0,2,11,5,0,0,8,7,1,2,2,0
dian_simplethin,0,8,0,0,0,0,0,0,7,3,0,0,1,9,1,0,0,0,0,1,0,5,0,4,2,5,8,0,0,0,0,0,2,7,3,0,2,4,1,0,0,0,0,3,4,7,0,0,4,2,6,0,0,0,0,0,12,8,12,1,5,6,0,0,0,0,0,2,3,0
dianesbaker1,0,24,8,2,0,0,0,0,17,11,8,7,1,3,0,0,0,0,0,0,2,0,1,5,3,8,0,0,0,0,0,0,0,1,2,7,0,12,0,0,0,0,0,0,8,7,1,0,0,12,0,0,0,0,0,0,0,7,4,0,0,5,3,0,0,0,0,0,0,0
dianne1h,0,7,15,0,0,0,0,4,4,12,12,5,6,4,2,0,0,0,0,2,7,14,1,0,14,9,0,0,0,0,0,9,18,7,4,11,3,3,1,0,0,0,0,1,8,17,12,7,9,9,8,3,0,0,0,8,25,12,20,13,12,5,1,1,0,0,0,3,14,0
dieb1948,0,9,0,0,0,0,3,1,3,7,8,8,3,3,0,0,0,1,1,2,1,1,0,0,2,1,1,0,0,0,4,10,1,4,0,1,2,1,0,0,0,1,0,8,6,7,6,6,0,3,0,0,0,2,4,5,8,7,12,10,0,3,2,0,0,0,0,6,6,0
dirvitcom,0,1,0,0,0,2,4,3,3,7,11,1,0,0,0,0,0,1,1,10,5,2,0,0,0,0,0,0,0,0,2,0,2,10,21,0,0,0,0,0,0,3,1,0,3,3,18,2,0,0,0,0,0,3,0,1,3,13,11,4,1,0,0,0,0,3,5,3,5,0
draiford55,0,16,9,0,0,9,2,0,0,8,0,0,7,0,2,0,0,0,4,0,0,0,0,6,10,2,0,0,0,0,1,0,4,8,0,3,3,5,0,0,0,3,2,6,0,3,1,1,4,8,0,0,0,0,9,0,0,7,2,0,4,12,0,0,0,0,7,0,1,0
dsdr2011,0,10,8,0,0,0,0,0,0,1,2,4,3,7,8,7,0,0,0,0,0,1,1,1,0,11,2,2,0,0,0,0,0,0,5,2,3,12,0,0,0,0,0,0,0,2,0,0,1,2,6,2,0,0,0,0,0,0,0,6,3,9,9,7,3,1,0,0,0,0
dundeeborn69,0,31,10,0,0,0,0,0,0,4,6,0,0,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,12,1,5,0,0,13,9,0,2,0,0,0,0,14,0,7,0,0,0,19,0,0,0,0,0,0
dwofford63,0,7,17,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,2,7,7,6,3,3,0,3,6,0,0,0,30,13,35,15,19,4,0,0,0,0,33,28,17,18,11,15,14,10,8,0,0,0,0,0,0,0,0,0,8,10,2,0,0,0,0,0,0
eIonmiunsk,0,10,10,12,8,11,33,30,6,55,5,31,17,127,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e_t_davis,0,9,0,0,0,0,0,0,22,7,5,6,0,4,0,0,0,0,0,0,7,0,2,0,2,20,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,3,5,0,0,0,0,0,0,2,4,1,2,1,14,0,0,0,0,0,0,7,0
edsweetman,0,2,0,0,0,0,0,3,5,2,3,4,3,4,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,5,9,2,2,8,0,0,0,0,0,1,2,14,9,9,12,0,0,0,0,0,0,0,7,0,0,8,12,0,3,0,0,0,0,0,7,0,0
egamingforums,0,5,5,6,3,4,4,2,6,8,7,7,4,1,4,10,2,2,0,7,1,4,5,1,4,4,2,3,9,2,4,3,4,4,3,3,6,7,7,5,4,4,7,4,9,6,2,3,5,7,2,7,4,1,3,7,7,4,4,1,4,2,6,5,9,5,3,4,5,0
elguapo64,0,15,4,3,0,0,0,5,18,7,12,6,2,5,1,0,0,0,0,2,8,6,3,2,3,7,5,3,0,0,0,5,7,4,2,4,3,0,7,0,0,0,2,0,16,12,7,7,6,10,5,0,1,0,4,5,9,7,3,8,4,2,11,0,0,3,6,4,6,0
elianatrue,0,0,22,0,0,0,0,8,2,1,0,6,0,17,1,0,5,0,0,0,0,0,2,8,5,2,3,0,0,1,0,0,0,4,0,1,1,1,0,0,0,0,0,9,1,3,1,5,3,4,0,0,0,0,9,0,0,7,10,7,3,0,0,0,2,4,0,0,1,0
elizabehsotner,0,0,0,0,0,0,11,5,3,0,0,0,0,5,0,0,0,0,11,6,2,0,0,1,22,3,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3,13,0,0,4,0,2,0,0,0,0,0,8,0,0,7,2,12,11,0,0,0,1,5,2,0,0
elmerjfudd2012,0,7,10,0,0,0,0,0,6,3,10,0,3,6,2,3,0,0,0,0,1,3,1,0,6,3,0,1,0,0,0,2,5,1,1,6,2,0,2,1,0,0,0,0,3,6,5,4,1,0,0,1,0,0,0,12,5,8,7,5,2,0,5,1,3,0,0,0,2,0
enoughalready16,0,10,12,4,4,0,0,0,0,12,4,2,5,1,5,5,1,0,0,0,0,0,8,4,3,4,0,0,4,0,2,0,0,0,7,6,0,0,2,2,0,0,0,7,0,0,5,5,4,0,3,5,2,2,0,0,0,5,14,18,9,0,12,4,4,0,0,0,0,0
epicpitch,0,0,0,7,0,0,0,0,16,0,2,1,0,18,0,0,1,0,0,9,0,0,0,14,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,19,2,0,0,25,0,0,0,0,0,0,0,25,0,1,1,0,0,0,0,0,0,39,0
erwindean96,0,1,0,0,0,0,2,16,42,21,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,11,0,0,9,0,0,0,7,2,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everyhumanknows,0,5,9,1,0,0,0,0,17,0,4,2,4,0,0,5,3,0,0,0,0,1,7,5,2,2,5,3,1,0,0,0,0,1,1,0,5,0,0,3,0,0,0,0,5,6,6,5,5,2,10,1,0,0,0,0,5,0,3,4,6,0,0,3,0,0,0,0,8,0
f77a9c24c7f9451,0,1,3,0,0,0,0,10,0,0,4,0,0,0,8,3,0,0,0,0,3,2,0,3,1,1,1,0,0,0,0,1,0,3,4,1,0,3,0,0,0,0,0,4,1,11,4,3,1,6,24,4,0,0,0,11,7,10,1,0,1,0,7,0,0,0,0,10,2,0
familyfirstcorp,0,0,0,0,0,1,3,4,2,0,4,0,2,10,0,0,0,0,6,1,0,5,9,8,7,8,0,0,0,0,14,9,7,11,6,8,7,1,6,0,0,0,4,2,0,3,0,1,0,5,0,0,0,0,2,6,6,0,0,0,0,10,3,0,0,0,2,3,4,0
fasting39,0,12,12,11,0,0,0,4,7,8,8,9,4,13,4,0,0,0,1,0,0,9,6,13,7,7,18,10,1,0,0,0,5,8,4,13,11,13,11,0,0,0,0,8,5,15,3,13,17,8,5,2,0,0,0,6,6,17,11,15,11,6,8,0,0,0,0,1,16,0
fedupwarriorq17,0,0,42,38,3,2,5,0,0,0,1,0,1,2,3,3,0,0,0,0,0,0,0,0,0,5,3,0,0,1,3,13,0,0,0,39,1,0,1,2,1,0,0,0,0,0,0,0,26,11,12,0,2,2,1,0,0,0,0,0,0,5,0,0,0,1,3,0,0,0
fef520,0,6,5,2,0,0,2,0,8,3,3,1,3,13,3,0,0,0,0,0,2,1,4,4,3,10,0,0,0,2,0,1,5,2,6,5,3,5,0,0,0,0,7,3,2,1,4,0,0,4,4,4,0,0,8,0,5,6,4,0,0,0,0,0,0,0,0,0,0,0
feru012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fightin2Bfree,0,5,0,0,0,0,0,0,0,12,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,1,11,0,6,9,0,0,0,0,0,13,0,5,0,9,4,0,0,0,0,0,0,0,0,22,17,7,0,0,0,0,0,0,0,0,0
flm22,0,0,3,1,0,0,0,0,0,6,3,6,14,1,3,7,0,0,0,0,5,3,5,2,6,0,2,5,0,0,0,0,0,0,12,3,0,3,3,5,3,0,0,0,0,0,4,3,1,0,0,3,1,0,0,0,9,7,0,8,10,0,3,0,0,0,0,4,2,0
freenaynow,0,2,4,3,1,3,3,13,2,0,0,0,0,43,1,0,0,0,0,13,4,0,0,0,0,1,3,2,2,5,2,3,1,6,0,0,0,4,3,4,3,1,1,6,3,5,0,0,0,7,5,3,5,0,0,9,3,0,0,0,0,1,10,2,2,4,0,6,6,0
freidablancha12,0,1,0,7,0,0,0,0,0,5,0,0,1,4,13,4,0,0,6,0,0,3,0,0,5,8,9,2,0,0,0,0,0,4,2,4,0,0,4,4,0,0,0,0,3,4,0,6,1,21,0,7,0,0,0,0,9,0,12,11,1,12,14,1,9,0,0,0,0,0
frostfeet2,0,22,0,0,0,0,0,6,10,11,3,8,5,14,0,0,0,0,0,2,3,0,2,0,4,6,0,0,0,0,0,0,0,6,3,3,5,3,0,0,0,0,0,1,4,0,0,6,6,3,1,0,0,0,0,4,19,1,2,6,7,7,0,0,0,0,0,1,2,0
fturner06144,0,3,0,0,0,0,2,11,0,0,1,6,0,11,0,0,0,0,5,8,0,3,5,3,10,12,0,0,0,4,0,9,0,0,10,0,4,3,0,0,0,0,1,8,1,0,23,12,0,3,3,1,0,0,2,10,4,0,16,6,7,3,0,0,0,1,7,1,0,0
fundingsecured6,0,2,1,10,1,6,0,0,0,3,9,6,9,10,11,8,6,6,0,0,0,0,9,21,16,1,3,2,1,4,1,0,0,0,7,3,8,1,2,2,2,1,0,0,0,1,0,10,3,6,5,3,3,3,0,0,0,5,0,0,3,2,2,1,0,0,0,0,0,0
galloy_tammie,0,10,6,4,4,3,0,0,0,3,5,3,0,1,2,0,6,4,0,0,0,5,6,0,0,0,5,0,3,1,0,0,0,5,0,1,0,1,0,1,1,2,0,0,2,9,8,0,2,2,1,2,2,0,0,7,5,1,7,7,5,2,4,2,0,4,0,0,0,0
gamebestsellers,0,0,0,0,8,2,3,3,8,1,8,8,7,5,1,2,0,2,1,2,2,4,7,3,8,5,5,3,3,0,0,1,1,8,5,1,0,0,0,0,7,3,2,4,5,1,8,6,10,0,0,0,13,5,0,3,4,8,6,6,3,0,0,0,6,6,0,3,4,0
gamedevradar,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,20,3,15,18,26,0,33,23,25,13,8,31,24,22,11,16,44,26,32,20,7,35,19,15,25,33,2,24,42,4,31,5,4,30,12,10,75,1,58,1,0,0,0,0,0,0,0,0,12,21,15,3,0
gaye_gallops,0,0,0,0,0,15,0,0,1,2,7,14,11,0,0,0,0,0,10,20,0,2,10,11,20,0,0,0,0,3,29,0,0,1,0,0,3,0,0,0,0,4,2,2,9,13,0,10,7,0,0,0,0,0,7,4,1,10,0,15,23,1,0,0,0,0,14,0,0,0
geekpoint0,0,1,1,0,0,0,1,3,4,6,5,4,4,2,1,0,0,0,0,1,0,2,2,2,3,1,0,0,0,0,1,1,2,3,3,5,4,0,1,0,0,0,0,4,4,11,8,4,4,3,0,0,0,0,0,3,4,6,6,6,4,2,0,0,0,0,2,2,4,0
geewhiz1988,0,0,12,0,0,0,0,1,0,0,2,2,3,0,0,6,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,1,12,0,1,0,1,0,0,0,0,0,11,0,0,0,30,5,13,0,0,0,0,0,12,5,14,4,0,5,22,12,1,0,0,0,2,1,0
gerfingerpoken,0,17,12,9,7,9,8,8,13,8,13,18,18,15,8,7,5,8,7,7,7,8,15,16,18,18,10,11,13,19,17,12,12,8,13,17,22,17,9,11,14,20,16,13,11,5,10,15,14,8,9,8,11,14,7,6,5,5,13,11,3,11,4,5,5,6,7,7,11,0
gerfingerpoken2,0,15,4,0,0,0,0,0,10,13,18,15,8,14,3,0,0,0,0,0,7,13,17,15,8,16,4,0,0,0,0,0,9,13,18,15,10,15,4,0,0,0,0,0,9,12,13,14,11,7,2,0,0,0,0,0,3,10,13,11,1,9,3,0,0,0,0,0,8,0
ggma5757,0,7,6,0,0,0,0,9,6,9,0,3,7,10,8,0,0,0,0,0,3,0,0,10,5,9,5,0,0,0,0,9,6,2,3,0,4,4,1,1,0,0,0,3,6,6,3,0,4,11,8,0,0,0,6,12,8,5,14,0,0,6,3,0,0,0,1,5,3,0
glennyork,0,0,0,0,0,0,8,8,3,3,0,0,4,3,0,0,0,0,0,15,7,0,1,3,0,0,0,0,0,0,6,8,8,1,0,1,1,0,0,0,0,0,13,3,0,17,0,4,6,0,0,0,0,0,4,16,2,3,0,5,8,0,0,0,0,0,0,3,9,0
golfndadblogger,0,0,0,0,0,0,20,1,1,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,31,6,2,0,0,0,0,0,0,0,0,18,1,5,0,0,0,0,0,0,0,1,1,7,35,1,0,0,0,7,0,0,0,0,0,2,0,3,0,0
griffisk,0,1,5,0,0,0,0,0,0,0,0,0,0,10,17,1,0,0,0,0,10,10,0,0,3,1,4,2,0,0,0,0,2,9,0,0,5,8,0,0,0,0,0,0,0,15,2,7,0,0,4,1,0,0,0,7,4,0,2,2,15,0,0,0,0,0,0,0,2,0
grizzlemeister,0,30,1,0,0,0,1,6,7,5,7,7,4,0,11,3,0,0,0,5,0,4,1,9,3,0,9,0,0,0,1,8,13,6,6,7,1,2,8,0,0,0,2,10,11,4,10,4,1,11,6,1,0,0,3,6,1,3,0,10,1,3,1,0,0,0,11,0,4,0
growingaway,0,5,0,2,7,15,6,2,0,0,0,0,7,3,5,0,0,6,2,1,0,0,0,0,0,0,13,3,5,10,8,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,3,0,0,2,2,2,6,18,8,0,0,0,0,0,0,3,1,3,13,4,1,0,0
gspatton007,0,3,10,2,0,0,0,0,14,2,0,3,0,2,1,0,0,0,0,0,12,2,0,0,0,7,2,5,0,0,0,0,2,0,0,5,0,0,8,0,1,0,0,1,4,3,3,0,6,0,5,5,0,0,0,11,12,0,0,0,0,2,7,6,6,0,0,2,7,0
gsteck74,0,9,3,0,0,0,0,0,0,5,19,3,0,13,1,0,0,0,0,0,2,0,8,3,1,12,0,0,0,0,0,2,8,0,0,2,0,2,11,0,0,0,0,7,9,0,0,5,0,0,6,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0
harjo111,0,21,9,18,15,1,0,0,23,6,14,9,7,0,16,3,2,0,0,0,0,14,3,20,3,12,5,1,2,0,0,0,7,15,9,7,7,6,7,3,1,0,0,1,28,17,7,0,15,5,10,10,7,2,0,0,0,19,4,0,14,4,15,11,0,3,5,3,0,0
harleygrl3465,0,10,0,0,0,0,0,1,14,6,11,5,7,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,21,1,4,3,1,8,3,0,0,0,0,0,7,3,3,7,6,11,2,0,0,0,0,0,7,0,2,3,2,5,0,0,0,0,0,0,4,0
haroonhaider,0,6,9,9,6,9,9,10,7,9,9,5,9,8,8,7,10,7,5,3,4,4,7,6,8,5,1,5,6,6,7,6,4,6,5,6,7,7,7,7,2,4,1,9,8,8,6,8,4,6,10,5,7,7,8,8,8,7,8,7,7,7,7,5,6,6,6,8,8,0
havefunx66,0,0,0,0,15,6,7,9,0,0,0,0,0,0,0,0,8,4,4,3,0,0,0,0,0,0,0,0,2,7,3,10,8,2,0,0,0,0,0,0,9,9,11,0,6,0,0,0,0,0,0,0,0,4,3,7,3,1,0,0,0,0,0,0,0,12,0,9,2,0
henrygalvin88,0,0,1,0,0,0,0,0,0,0,0,1,14,16,2,6,0,6,0,2,0,2,5,0,9,12,15,0,0,0,0,0,0,0,7,3,0,4,9,0,0,0,0,0,0,0,0,0,3,9,2,12,0,0,0,0,0,0,1,8,3,4,0,0,0,0,0,0,0,0
hester_hen,0,6,5,1,0,0,0,0,0,0,12,4,0,14,0,0,2,0,0,0,3,0,2,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,12,5,10,1,5,1,0,0,0,2,7,0,12,2,8,3,3,0,1,0,0,1,11,0
heytootssweet,0,3,4,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,0,0,11,9,6,0,3,6,4,13,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,11,0,0,0,0,0,0,14,8,0,3,6,7,14,9,0,1,0,0,0,0,0
hj20176,0,0,0,0,0,0,12,5,0,0,0,14,0,0,0,0,0,0,0,19,2,1,16,1,24,5,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,6,12,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0
horsecrazybean,0,9,0,5,0,0,0,2,1,7,7,5,3,13,1,0,0,0,0,2,1,3,1,1,2,0,0,0,0,0,0,7,1,0,3,0,0,3,2,0,0,0,0,2,7,1,3,4,4,7,3,0,0,0,0,6,1,11,1,6,2,3,3,0,0,0,3,1,1,0
hotnostril,0,16,5,0,1,2,0,3,9,0,4,5,16,12,3,0,0,0,1,2,5,2,11,4,0,8,2,0,0,0,0,9,3,3,3,1,1,1,0,5,0,0,0,9,2,3,2,0,2,0,5,5,1,0,0,11,8,8,4,17,1,0,0,2,2,5,0,7,12,0
hoyguk,0,3,2,17,18,9,1,2,2,0,1,0,2,2,1,0,0,0,0,1,0,0,7,0,0,0,0,3,0,24,39,13,1,1,3,3,3,2,5,0,2,2,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,1,1,1,0,0
hrothenb,0,0,0,0,3,6,0,0,0,7,7,1,0,2,13,4,0,0,0,0,0,0,0,4,0,18,11,11,0,0,23,0,0,0,4,0,0,4,9,0,0,0,0,0,0,14,1,1,4,1,1,0,0,0,0,0,0,9,16,0,0,0,15,0,0,0,0,0,3,0
hwholcomb,0,2,13,0,0,0,2,11,6,0,13,12,5,17,2,0,0,0,0,5,0,6,7,43,0,1,0,0,0,0,0,2,12,1,4,0,0,8,3,0,0,0,0,0,29,4,3,0,3,3,4,0,0,0,0,9,10,3,11,2,0,7,6,1,0,0,0,3,6,0
ilovelifetoday_,0,1,0,0,0,0,0,0,10,3,9,2,0,0,0,0,0,0,0,1,0,11,24,2,7,10,18,0,0,0,0,0,3,9,4,0,0,8,13,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,2,7,4,15,0,0,4,8,1,0,0,0,3,0,0
inittowinit007,0,0,0,0,0,5,0,1,4,1,0,0,10,2,11,0,0,4,0,0,2,0,2,0,10,1,0,0,0,0,0,14,1,6,0,13,6,2,0,0,3,16,3,0,0,11,1,0,2,4,9,1,0,1,8,11,2,6,8,9,0,0,0,0,0,0,0,0,3,0
insomniacx29,0,0,0,6,2,7,0,3,20,16,7,5,4,0,5,3,0,0,0,1,4,0,3,3,8,4,2,0,0,0,4,7,3,1,4,1,3,2,0,2,4,2,2,0,0,3,3,5,5,3,2,2,0,0,3,5,3,0,7,5,5,0,0,0,0,0,5,6,3,0
israeli101,0,0,14,2,0,0,0,9,1,2,3,1,8,0,8,4,0,0,0,3,22,0,11,0,20,26,0,20,0,0,0,10,30,3,0,0,0,10,3,5,0,0,0,0,0,0,14,6,0,0,4,0,0,0,0,0,21,16,0,7,7,12,4,0,0,0,0,1,0,0
j_chatwani,0,0,0,4,3,0,0,9,1,8,5,0,3,0,0,0,2,0,1,0,0,0,8,5,0,0,0,0,8,2,0,5,7,3,9,4,2,0,1,1,2,1,2,4,4,15,9,5,0,0,0,0,1,5,3,12,12,7,4,4,4,3,0,0,2,0,1,2,7,0
j_kuriako,0,17,0,0,0,0,0,0,14,2,0,0,0,7,3,0,0,0,24,1,0,0,0,0,0,0,11,60,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,8,2,3,0,0,0,0,0,0,0,4,8,1,0,0,0,0,0,0
jamesjburkeIII,0,9,4,0,0,0,3,19,0,4,5,0,11,16,0,0,0,0,13,10,3,8,0,6,13,12,5,0,0,0,0,1,7,2,0,4,0,0,0,3,3,0,4,9,3,5,2,2,10,0,1,0,0,0,1,23,2,1,8,7,1,3,19,4,0,0,0,2,3,0
janiek13,0,0,5,2,4,3,0,6,2,9,6,6,0,7,0,0,4,4,4,4,4,5,4,0,7,7,2,0,0,0,4,8,12,4,3,1,6,4,6,0,2,0,4,3,3,0,2,3,8,3,3,0,2,4,0,19,6,12,6,3,3,0,4,5,0,0,2,3,2,0
jayMAGA45,0,9,13,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,6,2,7,0,0,0,0,0,8,9,6,5,10,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0
